grade_A_Component_1,grade_A_Component_2,max_luminosity,thickness,xmin,xmax,ymin,ymax,pixel_area,x_component_1,x_component_2,x_component_3,x_component_4,x_component_5,class,max_luminosity_binned,thickness_binned
1,0,4.882801922586371,63,6.4031242374328485,7.0,1065.0896675867248,1065.7626377388167,9.746794344808963,0,0,0,0,0,2,4.0,1.0
0,1,4.90527477843843,205,28.982753492378876,29.206163733020468,481.58903642005805,480.6568422481885,16.46207763315433,0,0,0,0,0,1,5.0,4.0
0,1,4.804021044733257,75,34.11744421846396,34.322004603461025,682.5064102263069,682.4880951342668,16.30950643030009,0,0,0,0,0,1,3.0,1.0
0,1,5.37989735354046,45,12.0,12.36931687685298,485.98662533036855,486.4771320421958,17.88854381999832,0,0,1,0,0,1,9.0,0.0
0,1,4.882801922586371,37,6.48074069840786,14.730919862656235,1556.2824293809913,1556.3203397758446,75.83534795858722,0,0,1,0,0,1,4.0,0.0
0,1,4.9344739331306915,44,3.605551275463989,29.563490998188964,374.8586400231426,373.7485785926149,123.79822292747178,0,0,1,0,0,1,5.0,0.0
0,1,5.0689042022202315,38,32.0,32.17141588429082,848.9646635755813,848.8804391667886,18.81488772222678,0,0,0,0,0,2,7.0,0.0
0,1,4.852030263919617,53,35.958309192730404,36.138621999185304,1904.5080729679253,1904.3870404936072,12.767145334803704,0,0,0,0,0,1,4.0,0.0
0,1,4.919980925828125,43,12.884098726725126,13.114877048604,1700.4075981952092,1700.3667251507834,14.317821063276353,1,0,0,0,0,1,5.0,0.0
1,0,4.762173934797756,72,5.385164807134504,6.0,1567.7129839355161,1567.832580347787,20.248456731316587,0,1,0,0,0,1,3.0,1.0
0,1,4.955827057601261,69,34.36568055487916,34.785054261852174,600.0533309631736,600.4889674257138,40.0374824383352,0,0,0,0,0,2,5.0,1.0
0,1,5.0238805208462765,199,8.54400374531753,9.433981132056603,522.6279747583361,521.8792963895004,18.083141320025124,0,0,0,0,0,2,6.0,4.0
0,1,4.762173934797756,297,15.459624833740307,16.522711641858304,427.44941221155045,427.1744374374478,28.284271247461902,0,0,0,0,0,2,3.0,6.0
1,0,4.948759890378168,97,35.66510900025401,35.888716889852724,1397.817584665467,1398.1966957477764,15.459624833740307,0,0,0,0,0,1,5.0,1.0
0,1,5.062595033026967,57,34.539832078341085,34.698703145794944,376.07446071223717,377.60429022986483,16.0312195418814,0,0,0,0,0,2,7.0,0.0
1,0,4.955827057601261,74,11.313708498984761,12.165525060596439,935.408466927684,935.1646913779412,25.748786379167466,0,1,0,0,0,1,5.0,1.0
1,0,4.969813299576001,80,27.640549922170507,27.83882181415011,1232.297042112818,1232.7371982705804,12.288205727444508,0,0,0,0,0,2,6.0,1.0
0,1,5.056245805348308,40,19.157244060668017,20.615528128088304,538.865474863625,538.3158923903325,23.979157616563597,0,0,0,0,0,2,7.0,0.0
0,1,5.099866427824199,54,24.474476501040833,24.677925358506133,1282.9325781193647,1283.0222133696673,12.84523257866513,0,0,0,1,0,1,7.0,0.0
1,0,4.955827057601261,72,33.36165463522455,33.49626844888845,1678.4617958118677,1678.860327722351,13.038404810405298,0,0,0,0,0,2,5.0,1.0
1,0,5.147494476813453,65,4.242640687119285,5.0990195135927845,1272.6712065572947,1272.8487734212576,18.303005217723125,1,0,0,0,0,1,8.0,1.0
0,1,4.912654885736052,179,35.014282800023196,35.156791662493895,298.1777993077285,295.13556207275326,10.44030650891055,0,0,0,0,0,1,5.0,3.0
0,1,4.852030263919617,52,23.916521486202797,24.1039415863879,1078.5304817203823,1078.3867580789372,9.643650760992955,0,0,0,1,0,1,4.0,0.0
0,1,4.90527477843843,44,6.48074069840786,14.832396974191326,1685.1379765467277,1685.2593272253384,81.52913589631623,0,0,1,0,0,1,5.0,0.0
1,0,5.003946305945459,64,14.317821063276353,15.033296378372908,959.2658651281197,960.1765462663624,10.344080432788601,0,0,0,0,0,1,6.0,1.0
0,1,4.61512051684126,90,41.0731055558257,41.23105625617661,387.6789909190334,388.19196282251903,17.11724276862369,1,0,0,0,0,1,2.0,1.0
0,1,4.770684624465665,50,26.115129714401192,26.30589287593181,751.5523933831893,750.9294241138776,16.0312195418814,0,0,0,0,0,1,3.0,0.0
1,0,4.976733742420574,74,6.164414002968976,7.280109889280518,224.770994570029,223.8124214604721,22.20360331117452,0,1,0,0,0,1,6.0,1.0
1,0,4.969813299576001,66,9.055385138137417,9.695359714832659,1070.570408707433,1070.848261893346,16.09347693943108,0,0,0,0,0,2,6.0,1.0
1,0,4.852030263919617,77,36.75595189897821,36.945906403822335,814.264084925769,814.2303113984397,12.96148139681572,0,0,0,0,0,1,4.0,1.0
0,1,5.181783550292085,105,10.198039027185569,10.816653826391969,455.19666079618816,457.27672147180203,15.7797338380595,0,0,0,0,0,2,8.0,1.0
1,0,5.017279836814924,69,2.0,5.385164807134504,1165.775707415453,1165.9442525266807,13.784048752090222,0,0,0,0,0,2,6.0,1.0
