grade_A_Component_1,grade_A_Component_2,max_luminosity,thickness,xmin,xmax,ymin,ymax,pixel_area,log_area,x_component_1,x_component_2,x_component_3,x_component_4,x_component_5,max_luminosity_binned,thickness_binned
1,0,5.081404364984463,144,31.432467291003423,31.78049716414141,946.1553783602353,946.1638335933159,15.362291495737216,15.386144119268076,0,0,0,0,0,3.0,2.0
0,1,4.77912349311153,39,36.959437225152655,37.080992435478315,1459.2686524420376,1458.9119233181968,15.297058540778355,15.321791515554164,1,0,0,0,0,1.0,0.0
1,0,4.962844630259907,74,39.26830783214372,39.534794801541594,1229.2692951505785,1229.3660968157533,69.74955196988724,69.7522266743835,1,0,0,0,0,2.0,1.0
1,0,4.859812404361672,66,5.291502622129181,7.483314773547883,1669.5304729174607,1669.2657068304015,39.64845520319802,39.65136307604888,0,1,0,0,0,1.0,1.0
1,0,4.9344739331306915,66,13.379088160259652,13.96424004376894,1024.1977348149135,1023.9028274206494,19.595917942265423,19.603045953077313,0,1,0,0,0,2.0,1.0
0,1,4.997212273764115,45,15.588457268119896,19.05255888325765,1926.3966362096878,1926.8354885666809,85.67379996241559,85.67796440849446,0,0,1,0,0,3.0,0.0
1,0,4.969813299576001,79,11.224972160321824,11.74734012447073,1155.2406675667196,1155.2043109337847,18.520259177452136,18.527997355604395,1,0,0,0,0,2.0,1.0
0,1,4.976733742420574,35,6.244997998398398,13.92838827718412,840.9928656058861,840.7847524783023,80.0749648766704,80.07899682209722,0,0,1,0,0,2.0,0.0
1,0,4.9344739331306915,75,35.679125549822544,35.90264614203248,539.1205802044659,538.6863651513745,20.42057785666214,20.427871916934198,0,0,0,0,0,2.0,1.0
0,1,4.983606621708336,36,7.280109889280518,13.564659966250536,410.33401028917893,410.2913598895302,63.111013301958636,63.112158634288974,0,0,1,0,0,3.0,0.0
1,0,4.990432586778736,139,28.91366458960192,29.171904291629644,843.7837400661381,844.0995201988922,14.142135623730951,14.16921995075718,0,0,0,0,0,3.0,2.0
0,1,4.962844630259907,35,6.708203932499369,14.035668847618199,1394.9724011606825,1394.5834503535455,104.47966309287182,104.48214141559372,0,0,1,0,0,2.0,0.0
0,1,4.795790545596741,42,14.730919862656235,15.132745950421556,1466.249978687127,1466.4954824342283,13.341664064126334,13.37530218772651,0,0,0,0,0,1.0,0.0
0,1,4.983606621708336,40,6.48074069840786,14.696938456699069,1130.5211187766463,1130.7187979334208,116.52038448271615,116.52420730021927,0,0,1,0,0,3.0,0.0
0,1,4.77912349311153,38,14.696938456699069,18.439088914585774,331.6247879758086,330.842863002967,62.120849961989414,62.125666630392956,0,0,1,0,0,1.0,0.0
0,1,4.890349128221754,93,39.433488306260706,39.6232255123179,1350.9074727752452,1350.654656083486,22.11334438749598,22.133585893447485,1,0,0,0,0,2.0,1.0
1,0,4.6913478822291435,78,30.983866769659336,31.160872901765767,1609.8922324180585,1609.726995487123,15.905973720586866,15.934612394443018,0,0,0,0,0,0.0,1.0
1,0,4.74493212836325,68,19.313207915827967,19.519221295943137,720.5414630678792,719.3740334485253,14.933184523068078,14.93700263798081,0,1,0,0,0,1.0,1.0
0,1,4.90527477843843,74,23.2163735324878,24.1039415863879,387.26218508912024,387.76668242643024,17.029386365926403,17.03239579271982,0,0,0,0,0,2.0,1.0
1,0,4.820281565605037,80,22.516660498395403,22.759613353482084,632.3132135263346,632.0189870565599,12.727922061357855,12.728122028134816,0,0,0,0,0,1.0,1.0
0,1,4.770684624465665,181,36.578682316343766,36.68787265568828,93.66429415737889,86.10458756651704,17.46424919657298,17.4681156292757,0,0,0,0,0,1.0,3.0
1,0,4.859812404361672,153,11.704699910719626,12.165525060596439,825.8111164182764,825.4459400832983,33.090784215548595,33.09808795152458,0,0,0,0,0,1.0,2.0
0,1,4.969813299576001,36,6.244997998398398,14.035668847618199,170.2879913558205,170.51099671282202,70.74602462329597,70.75024195445681,0,0,1,0,0,2.0,0.0
1,0,4.897839799950911,68,10.14889156509222,10.908712114635714,1211.4825628130188,1211.4425285584125,20.566963801203133,20.58470782091398,0,0,0,0,0,2.0,1.0
1,0,5.247024072160486,74,4.795831523312719,7.810249675906654,322.35384284974793,322.00465835139715,18.49324200890693,18.49906865566745,0,0,0,0,0,4.0,1.0
1,0,4.9344739331306915,75,32.29551052391029,32.90896534380867,1991.9681222348916,1991.9239443312088,18.303005217723125,18.318040718365644,0,0,0,0,0,2.0,1.0
0,1,4.852030263919617,45,7.54983443527075,13.19090595827292,530.9566837322984,530.930315578231,61.45730225123781,61.461246652223686,0,0,1,0,0,1.0,0.0
1,0,4.941642422609304,71,22.538855339169288,22.891046284519195,740.5565474695366,741.1882352007484,15.684387141358123,15.711802846694969,0,1,0,0,0,2.0,1.0
0,1,5.0106352940962555,171,32.341923257592455,32.46536616149585,974.4054597548189,974.5275778550343,16.852299546352718,16.86746069211779,0,0,0,0,0,3.0,3.0
1,0,4.976733742420574,197,32.357379374726875,33.331666624997915,2040.6570020461547,2040.664842643201,32.89376840679705,32.907380726833175,0,0,0,0,0,2.0,4.0
0,1,4.700480365792417,49,36.98648401781386,37.14835124201342,1997.4746556589898,1997.8586036053703,23.49468024894146,23.497120821604376,0,0,0,0,0,1.0,0.0
0,1,4.804021044733257,97,25.0,25.15949125081825,1444.3839517247484,1444.1779668725042,30.23243291566195,30.24114408657877,0,0,0,0,1,1.0,1.0
1,0,4.553876891600541,73,41.0731055558257,41.13392760240627,1147.9764805953125,1148.0243899848122,17.88854381999832,17.89087129158723,0,0,0,0,0,0.0,1.0
0,1,4.969813299576001,46,24.1039415863879,24.331050121192877,1128.390446609683,1128.634573278703,16.492422502470642,16.5148274393062,0,0,0,1,0,2.0,0.0
1,0,4.804021044733257,61,29.732137494637012,29.866369046136157,1709.3805895703858,1709.427974499072,9.848857801796104,9.853406479040435,0,0,0,0,0,1.0,1.0
1,0,4.499809670330265,210,8.06225774829855,8.306623862918075,894.1230340394995,893.5468650272352,11.958260743101398,11.990659426792119,0,0,0,0,0,0.0,4.0
0,1,4.897839799950911,85,39.761790704142086,39.88734135035826,1099.6935936887148,1099.8236222231271,22.64950330581225,22.67024711559283,1,0,0,0,0,2.0,1.0
0,1,4.795790545596741,45,37.12142238654117,37.1887079635741,1018.5273683117209,1018.1080492757142,13.19090595827292,13.206654947692844,0,0,0,0,0,1.0,0.0
0,1,4.919980925828125,41,19.157244060668017,20.97617696340303,891.9327328896502,891.4561122119248,47.78074926160116,47.786134608743296,0,0,1,0,0,2.0,0.0
0,1,4.919980925828125,44,24.454038521274967,24.61706725018234,1839.9288029703757,1839.7105750633712,14.491376746189438,14.494121303416614,0,0,0,0,0,2.0,0.0
0,1,4.948759890378168,36,6.557438524302,14.177446878757825,965.1626805880965,964.7289774853868,77.69169839822013,77.69566535329133,0,0,1,0,0,2.0,0.0
1,0,4.762173934797756,71,7.810249675906654,8.94427190999916,1018.116398060654,1018.0712155836644,23.40939982143925,23.419042300741083,0,1,0,0,0,1.0,1.0
1,0,4.90527477843843,115,33.090784215548595,33.27160951922825,1740.1379255679706,1740.1281561999967,13.341664064126334,13.374712918174188,0,0,0,0,0,2.0,2.0
0,1,4.812184355372417,298,15.716233645501712,16.24807680927192,516.2305686415713,516.2528450284802,27.16615541441225,27.176142102430934,0,0,0,0,0,1.0,6.0
1,0,5.0369526024136295,70,13.416407864998739,14.071247279470288,1387.4029695802153,1387.2807934949578,19.544820285692065,19.56722971883779,0,1,0,0,0,3.0,1.0
0,1,5.176149732573829,202,35.34119409414458,35.6931365951495,347.47517896966394,347.5787680512145,17.69180601295413,17.702756242831732,0,0,0,0,0,3.0,4.0
1,0,4.77912349311153,56,3.605551275463989,5.291502622129181,1585.4816302940883,1585.1211310180684,26.94438717061496,26.959356366665816,1,0,0,0,0,1.0,0.0
1,0,4.890349128221754,75,32.54228019054596,32.95451410656816,1876.955513591092,1876.6856422960134,17.175564037317667,17.185931564617647,0,0,0,0,0,2.0,1.0
0,1,4.836281906951478,45,30.066592756745816,30.610455730027933,815.621235623497,815.6022314829698,20.688160865577203,20.698993544017664,0,0,0,0,0,1.0,0.0
0,1,5.19295685089021,37,29.916550603303182,30.116440692751194,952.8378665859161,952.9842601008686,17.52141546793523,17.538074781739276,0,0,1,0,0,4.0,0.0
1,0,4.976733742420574,196,33.37663853655727,33.481338085566414,2007.9586649131998,2008.3089901705862,17.74823934929885,17.773175352910037,0,0,0,0,0,2.0,4.0
0,1,4.727387818712341,200,4.47213595499958,5.477225575051661,197.19279905716638,202.06929504504143,36.91882988394946,36.92847829071701,0,0,0,0,0,1.0,4.0
0,1,4.672828834461906,205,32.43454948045371,32.68026927673638,409.6498504820916,409.5412067179565,21.72556098240043,21.733816675416747,0,0,0,0,0,0.0,4.0
0,1,4.990432586778736,39,6.6332495807108,14.106735979665885,655.788075524403,656.4205968736812,81.51686941977103,81.51901180981193,0,0,1,0,0,3.0,0.0
0,1,5.017279836814924,51,34.438350715445125,34.438350715445125,414.6914515636897,414.53709122345134,16.822603841260722,16.84085108619333,0,0,0,1,0,3.0,0.0
0,1,4.927253685157205,43,10.295630140987,13.114877048604,948.5409848815179,948.5272795233673,46.195237849804386,46.204977227258524,0,0,1,0,0,2.0,0.0
0,1,4.948759890378168,43,34.249087579087416,34.91418050019218,299.5129379509339,299.36432653207027,23.323807579381203,23.32993382931198,0,0,0,0,0,2.0,0.0
1,0,5.262690188904886,71,33.03028912982749,33.46640106136302,285.00175438056516,285.5118211212979,14.0,14.004629500424599,0,0,0,0,0,4.0,1.0
0,1,4.762173934797756,35,37.52332607858744,37.61648574760805,2280.641137925912,2280.9975887755777,16.97056274847714,16.98439452966424,1,0,0,0,0,1.0,0.0
0,1,4.812184355372417,39,6.4031242374328485,14.730919862656235,1403.7731298183478,1404.0039173734524,82.09141246196218,82.09463193766187,0,0,1,0,0,1.0,0.0
1,0,5.075173815233827,67,3.7416573867739413,5.385164807134504,1160.7372657065853,1160.3882970799043,19.949937343260004,19.968784514138633,0,0,0,0,0,3.0,1.0
0,1,4.983606621708336,45,6.782329983125268,15.033296378372908,769.6414749738998,769.6934454703379,134.84435472054437,134.8445886288164,0,0,1,0,0,3.0,0.0
0,1,4.9344739331306915,35,6.557438524302,14.560219778561036,1184.5391508937137,1183.9831079876099,105.55567251455508,105.55568258040266,0,0,1,0,0,2.0,0.0
1,0,4.8283137373023015,120,25.079872407968907,25.199206336708304,1439.6350231916422,1439.2244439280485,9.433981132056603,9.434110293599876,1,0,0,0,0,1.0,2.0
0,1,5.003946305945459,39,35.02855977627399,35.22782990761707,1995.3698905215545,1995.3212773886817,19.209372712298546,19.2133356658029,1,0,0,0,0,3.0,0.0
0,1,4.8283137373023015,35,7.874007874011811,14.66287829861518,2789.792286174725,2789.936916849555,62.94441992742486,62.94752065959538,0,0,1,0,0,1.0,0.0
0,1,5.081404364984463,95,13.820274961085254,14.38749456993816,771.147197362475,771.1095901361881,18.841443681416774,18.848529633094163,0,0,0,0,0,3.0,1.0
1,0,4.859812404361672,66,37.16180835212409,38.1051177665153,1875.1989227812605,1875.3389027053217,84.72307831990054,84.7240935157006,0,0,0,0,0,1.0,1.0
1,0,4.59511985013459,74,40.98780306383839,41.12177038990418,1434.6260836887081,1434.6473434262512,13.674794331177344,13.686545988647781,0,0,0,0,0,0.0,1.0
0,1,4.912654885736052,40,23.280893453645632,23.811761799581316,1212.0705425015492,1212.4231934436095,22.978250586152114,22.998359232897158,0,0,0,0,0,2.0,0.0
0,1,5.043425116919247,43,15.84297951775486,16.73320053068151,569.9842103076189,570.1719039026739,19.8997487421324,19.920718804334438,0,0,0,0,0,3.0,0.0
